momento de captura,rango de edad,industria,salario anual,compensaciones extra anuales,moneda,otra moneda,pais,estado us,ciudad,experiencia total,experiencia especifica,nivel educativo,genero,etnia
27/04/2021 17:50:30,25-34,Computing or Tech,142000,33000.0,USD,,U.S.,Texas,Austin,8 - 10 years,8 - 10 years,College degree,Woman,White
27/04/2021 17:50:32,35-44,Public Libraries,62000,0.0,USD,,USA,Virginia,Rural Richmond Area,8 - 10 years,8 - 10 years,Master's degree,Woman,White
27/04/2021 17:50:47,25-34,Law,48800,0.0,USD,,US,California, Ventura ,8 - 10 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
27/04/2021 17:50:54,25-34,Health care,78404,,CAD,,Canada,,  ,2 - 4 years,2 - 4 years,PhD,Woman,White
27/04/2021 17:51:01,25-34,Education (Primary/Secondary),47000,2640.0,USD,,United States ,Virginia,Chester,5-7 years,5-7 years,College degree,Woman,White
27/04/2021 17:51:08,35-44,"Accounting, Banking & Finance",81000,3000.0,USD,,United States,Illinois,Chicago ,8 - 10 years,2 - 4 years,College degree,Woman,Black or African American
27/04/2021 17:51:09,45-54,Architecture and engineering consulting and design ,101000,,USD,,USA,Kentucky,Lexington,21 - 30 years,21 - 30 years,Master's degree,Woman,White
27/04/2021 17:51:09,25-34,Nonprofits,68500,500.0,USD,,United States ,California,San Francisco,5-7 years,5-7 years,Master's degree,Woman,"Asian or Asian American, Another option not listed here or prefer not to answer"
27/04/2021 17:51:13,35-44,Education (Primary/Secondary),65000,,USD,,USA,New Jersey,Englewood,8 - 10 years,2 - 4 years,College degree,Woman,White
27/04/2021 17:51:19,35-44,Nonprofits,155000,10000.0,USD,,Usa,District of Columbia,Dc,11 - 20 years,11 - 20 years,Master's degree,Woman,White
27/04/2021 17:51:23,35-44,Education (Higher Education),130000,0.0,AUD/NZD,,Australia,,Sydney,11 - 20 years,8 - 10 years,Master's degree,Woman,White
27/04/2021 17:51:24,25-34,Education (Higher Education),13400,14100.0,USD,,United States,New York,New York,2 - 4 years,2 - 4 years,College degree,Man,White
27/04/2021 17:51:25,25-34,Education (Higher Education),33000,0.0,GBP,,United Kingdom,,London ,8 - 10 years,8 - 10 years,Master's degree,Woman,White
27/04/2021 17:51:40,25-34,Media & Digital,40200,,USD,,United States,Washington,Redmond,2 - 4 years,1 year or less,College degree,Man,White
27/04/2021 17:51:42,25-34,Computing or Tech,69000,10000.0,GBP,,U.K.,,London,5-7 years,5-7 years,Master's degree,Woman,White
27/04/2021 17:51:55,35-44,Education (Higher Education),53000,1000.0,USD,,United States,Ohio,Cincinnati,11 - 20 years,11 - 20 years,Master's degree,Woman,White
27/04/2021 17:52:01,45-54,public library,58000,0.0,USD,,USA,New Jersey,Rural,21 - 30 years,21 - 30 years,Master's degree,Woman,White
27/04/2021 17:52:20,25-34,Computing or Tech,130000,0.0,USD,,USA,Massachusetts,Boston,5-7 years,2 - 4 years,College degree,Non-binary,White
27/04/2021 17:52:21,35-44,Health care,86000,,USD,,US,New York,NYC ,8 - 10 years,8 - 10 years,College degree,Woman,Another option not listed here or prefer not to answer
27/04/2021 17:52:25,35-44,Nonprofits,72000,,USD,,United States,Maryland,Baltimore,11 - 20 years,11 - 20 years,College degree,Woman,White
27/04/2021 17:52:30,45-54,Education (Primary/Secondary),53000,,USD,,USA,Florida,Melbourne ,21 - 30 years,21 - 30 years,College degree,Woman,White
27/04/2021 17:52:36,35-44,"Accounting, Banking & Finance",60000,2000.0,CAD,,Canada,,Vancouver,11 - 20 years,1 year or less,College degree,Woman,White
27/04/2021 17:52:33,25-34,Engineering or Manufacturing,26500,1000.0,GBP,,Scotland ,,Glasgow ,5-7 years,5-7 years,College degree,Woman,White
27/04/2021 17:52:45,35-44,Retail,28600,1000.0,Other,US Dollar,USA,Massachusetts,Franklin,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
27/04/2021 17:52:41,45-54,Education (Higher Education),51000,0.0,GBP,,UK,,Cambridge,21 - 30 years,21 - 30 years,PhD,Woman,White
27/04/2021 17:52:52,25-34,Law,98000,,CAD,,CANADA,,Toronto ,5-7 years,1 year or less,"Professional degree (MD, JD, etc.)",Non-binary,White
27/04/2021 17:52:53,45-54,Engineering or Manufacturing,125000,15000.0,USD,,United States,Nevada,reno,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Woman,White
27/04/2021 17:52:56,25-34,Transport or Logistics,135000,13500.0,USD,,United States,California,San Francisco,8 - 10 years,2 - 4 years,Master's degree,Woman,White
27/04/2021 17:53:01,25-34,"Accounting, Banking & Finance",120000,7500.0,USD,,USA,Texas,Austin,11 - 20 years,8 - 10 years,College degree,Woman,White
27/04/2021 17:53:06,45-54,Computing or Tech,133000,0.0,USD,,Usa,Oregon,"Portland, or",21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Woman,White
27/04/2021 17:53:07,25-34,Education (Primary/Secondary),78000,,USD,,USA ,Illinois,Chicago ,8 - 10 years,5-7 years,Master's degree,Woman,"Asian or Asian American, White"
27/04/2021 17:53:15,25-34,Nonprofits,37960,4500.0,USD,,USA,California,San Diego ,8 - 10 years,5-7 years,College degree,Woman,White
27/04/2021 17:53:18,25-34,Business or Consulting,150000,40000.0,USD,,US,Georgia,Atlanta,8 - 10 years,5-7 years,PhD,Woman,White
27/04/2021 17:53:40,45-54,Education (Higher Education),79000,0.0,GBP,,UK,,London,21 - 30 years,21 - 30 years,Master's degree,Woman,White
27/04/2021 17:53:53,35-44,"Accounting, Banking & Finance",80000,30000.0,USD,,United States,New Jersey,Princeton,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American
27/04/2021 17:54:01,35-44,Government and Public Administration,87304,,USD,,USA,District of Columbia,Washington,11 - 20 years,11 - 20 years,College degree,Woman,White
27/04/2021 17:54:06,25-34,Computing or Tech,170000,40000.0,USD,,United States,District of Columbia,Washington,8 - 10 years,8 - 10 years,Master's degree,Woman,White
27/04/2021 17:54:16,45-54,Education (Higher Education),207500,,USD,,United States,New York,New York,21 - 30 years,11 - 20 years,Master's degree,Man,White
27/04/2021 17:54:23,45-54,Hospitality & Events,79612,,CAD,,Canada,West Virginia,"Edmonton, Alberta",21 - 30 years,21 - 30 years,College degree,Woman,White
27/04/2021 17:54:42,35-44,Government and Public Administration,106000,,USD,,US,California,San Jose,5-7 years,5-7 years,PhD,Woman,White
27/04/2021 17:54:47,45-54,Public library,81000,0.0,USD,,United States,Wyoming,Cheyenne,21 - 30 years,21 - 30 years,Master's degree,Woman,White
27/04/2021 17:55:11,45-54,Computing or Tech,264000,500000.0,USD,,USA,Washington,Redmond,31 - 40 years,31 - 40 years,College degree,Man,Asian or Asian American
27/04/2021 17:55:20,35-44,Computing or Tech,110000,0.0,CAD,,Canada,,Montreal,11 - 20 years,11 - 20 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
27/04/2021 17:55:28,18-24,Computing or Tech,66500,5900.0,USD,,U.S.,Louisiana,Remote,2 - 4 years,2 - 4 years,College degree,Woman,White
27/04/2021 17:55:39,35-44,"Marketing, Advertising & PR",70000,0.0,USD,,USA,Illinois,Chicago,21 - 30 years,8 - 10 years,Some college,Woman,White
27/04/2021 17:55:57,35-44,Media & Digital,95500,1000.0,USD,,Usa,Maryland,Baltimore,11 - 20 years,5-7 years,College degree,Woman,White
27/04/2021 17:56:10,25-34,"Accounting, Banking & Finance",52500,2000.0,USD,,United States,Missouri,Cape Girardeau ,8 - 10 years,8 - 10 years,College degree,Woman,White
27/04/2021 17:56:14,45-54,Computing or Tech,46000,0.0,GBP,,UK,,Oxford ,21 - 30 years,21 - 30 years,Master's degree,Woman,White
27/04/2021 17:56:19,25-34,"Accounting, Banking & Finance",45000,0.0,USD,,United States,Alabama,Birmingham,8 - 10 years,8 - 10 years,Master's degree,Woman,White
27/04/2021 17:56:22,45-54,Computing or Tech,78000,,USD,,U.S.,Wisconsin,Racine,21 - 30 years,21 - 30 years,College degree,Woman,White
27/04/2021 17:56:28,25-34,Education (Primary/Secondary),47000,,USD,,USA,New York,Manhattan,5-7 years,5-7 years,Master's degree,Woman,White
27/04/2021 17:56:37,45-54,Law,52000,6000.0,USD,,USA,Massachusetts,Boston,21 - 30 years,2 - 4 years,College degree,Woman,White
27/04/2021 17:56:38,25-34,Nonprofits,71000,,USD,,United States,New York,New York,5-7 years,5-7 years,College degree,Non-binary,White
27/04/2021 17:56:39,45-54,"Accounting, Banking & Finance",114000,10000.0,USD,,USA,Minnesota,St. Paul,21 - 30 years,21 - 30 years,Master's degree,Woman,White
27/04/2021 17:56:46,35-44,Law,63000,1000.0,USD,,U.S.,Maryland,Montgomery County,11 - 20 years,11 - 20 years,Master's degree,Woman,White
27/04/2021 17:56:47,45-54,Government and Public Administration,54000,,CAD,,Canada,,St John's,2 - 4 years,2 - 4 years,College degree,Woman,White
27/04/2021 17:56:47,35-44,Media & Digital,140000,0.0,USD,,United States,Illinois,Chicago (but distributed workplace),11 - 20 years,11 - 20 years,College degree,Woman,White
27/04/2021 17:56:56,45-54,Computing or Tech,130000,,USD,,United States,Texas,Austin,21 - 30 years,1 year or less,Master's degree,Woman,Black or African American
27/04/2021 17:57:11,25-34,Business or Consulting,116000,5000.0,USD,,United States of America,California,Los Angeles,8 - 10 years,2 - 4 years,College degree,Woman,White
27/04/2021 17:57:14,25-34,Retail,39520,300.0,USD,,United States,California,San Diego,11 - 20 years,11 - 20 years,College degree,Woman,White
27/04/2021 17:57:30,55-64,Government and Public Administration,68000,0.0,USD,,USA,Washington,Tumwater,31 - 40 years,21 - 30 years,Master's degree,Woman,White
27/04/2021 17:57:35,25-34,Law,148000,0.0,USD,,USA,District of Columbia,Washington,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,White
27/04/2021 17:57:52,25-34,oceanography research,45000,0.0,USD,,USA,Massachusetts,Cape Cod region,2 - 4 years,2 - 4 years,College degree,Non-binary,White
27/04/2021 17:57:57,25-34,Health care,99000,,USD,,united states,Washington,Renton,8 - 10 years,8 - 10 years,College degree,Woman,White
27/04/2021 17:58:08,55-64,Scientific Research,125000,,USD,,USA,Maryland,Baltimore,21 - 30 years,31 - 40 years,PhD,Woman,"Hispanic, Latino, or Spanish origin, White"
27/04/2021 17:58:09,25-34,Health care,58635,,USD,,United States,Kentucky,Lexington,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
27/04/2021 17:58:19,35-44,Architecture,136240,0.0,USD,,United States,California,San Francisco,11 - 20 years,8 - 10 years,College degree,Woman,White
27/04/2021 17:58:24,35-44,Engineering or Manufacturing,134000,33000.0,USD,,USA,New Jersey,Bergen County,11 - 20 years,11 - 20 years,Master's degree,Woman,White
27/04/2021 17:58:50,25-34,Education (Primary/Secondary),70000,0.0,USD,,USA,Pennsylvania,too small to answer with anonymity!,8 - 10 years,8 - 10 years,Master's degree,Woman,White
27/04/2021 17:58:50,35-44,"Marketing, Advertising & PR",106000,10000.0,USD,,United States,Massachusetts,Westwood,11 - 20 years,8 - 10 years,College degree,Woman,White
27/04/2021 17:59:03,35-44,"Marketing, Advertising & PR",40000,,USD,,USA,New York,Buffalo,5-7 years,11 - 20 years,Master's degree,Woman,White
27/04/2021 17:59:07,25-34,Recruitment or HR,65000,,USD,,USA ,Massachusetts,Devens,5-7 years,5-7 years,College degree,Woman,White
27/04/2021 17:59:15,35-44,Health care,70000,0.0,USD,,United States,Maine,Wells,11 - 20 years,11 - 20 years,PhD,Woman,White
27/04/2021 17:59:24,25-34,Computing or Tech,104000,0.0,USD,,United States,Iowa,Des Moines,2 - 4 years,2 - 4 years,College degree,Man,White
27/04/2021 17:59:27,25-34,Media & Digital,101000,,USD,,United States,New York,New York,11 - 20 years,8 - 10 years,Master's degree,Woman,White
27/04/2021 17:59:46,25-34,Education (Higher Education),50000,0.0,USD,,United States,New York,New York,8 - 10 years,2 - 4 years,Master's degree,Woman,White
27/04/2021 18:00:16,25-34,Education (Higher Education),75000,0.0,AUD/NZD,,Australia,,Brisbane,8 - 10 years,1 year or less,College degree,Woman,White
27/04/2021 18:00:22,25-34,Education (Primary/Secondary),83940,10000.0,USD,,USA,Illinois,Chicago,5-7 years,5-7 years,Master's degree,Man,White
27/04/2021 18:00:26,45-54,Engineering or Manufacturing,78500,3000.0,USD,,USA,South Dakota,Sioux Falls,11 - 20 years,8 - 10 years,Master's degree,Woman,White
27/04/2021 18:00:47,25-34,Law,215000,20000.0,AUD/NZD,,Australia,,Brisbane,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
27/04/2021 18:01:04,25-34,Education (Higher Education),46000,1000.0,USD,,Usa,Missouri,Fulton,2 - 4 years,2 - 4 years,PhD,Woman,White
27/04/2021 18:01:37,55-64,Law,26500,,GBP,,UK,,Cheshire,31 - 40 years,11 - 20 years,College degree,Woman,White
27/04/2021 18:01:49,35-44,Health care,92000,5000.0,USD,,USA,Texas,San Antonio,11 - 20 years,8 - 10 years,Master's degree,Woman,"Asian or Asian American, White"
27/04/2021 18:01:55,25-34,Media & Digital,57000,3000.0,CAD,,Canada,,Toronto,5-7 years,5-7 years,Master's degree,Woman,White
27/04/2021 18:01:58,25-34,Insurance,23000,2000.0,GBP,,United Kingdom ,,Norwich ,8 - 10 years,5-7 years,College degree,Woman,White
27/04/2021 18:01:59,25-34,Computing or Tech,45000,,EUR,,France,,Province,8 - 10 years,8 - 10 years,Master's degree,Woman,Another option not listed here or prefer not to answer
27/04/2021 18:02:07,25-34,Computing or Tech,65880,,USD,,United States of America,Ohio,Cincinnati,11 - 20 years,11 - 20 years,College degree,Woman,White
27/04/2021 18:02:15,25-34,Government and Public Administration,58500,2000.0,USD,,USA,Washington,Tacoma,2 - 4 years,2 - 4 years,Master's degree,Woman,White
27/04/2021 18:02:17,45-54,Recruitment or HR,120000,20000.0,USD,,US,Massachusetts,Boston,31 - 40 years,11 - 20 years,Master's degree,Woman,White
27/04/2021 18:02:18,35-44,Insurance,88000,5000.0,USD,,US,New Hampshire,Concord,8 - 10 years,8 - 10 years,College degree,Man,White
27/04/2021 18:02:22,35-44,Clinical & Translational Reserach,76000,0.0,USD,,USA,California,San Francisco,21 - 30 years,11 - 20 years,College degree,Woman,White
27/04/2021 18:02:22,45-54,Engineering or Manufacturing,63000,3000.0,USD,,US,California,Santa Ana,21 - 30 years,8 - 10 years,Some college,Woman,White
27/04/2021 18:02:26,35-44,Engineering or Manufacturing,92000,,USD,,U.S.,Iowa,Sioux City ,11 - 20 years,11 - 20 years,College degree,Woman,White
27/04/2021 18:02:44,25-34,Engineering or Manufacturing,141000,14000.0,USD,,U.S.A.,Texas,Lake Jackson,5-7 years,8 - 10 years,PhD,Woman,Another option not listed here or prefer not to answer
27/04/2021 18:03:10,35-44,Computing or Tech,230000,50000.0,USD,,USA,California,Los Angeles,21 - 30 years,11 - 20 years,College degree,Man,White
27/04/2021 18:03:12,35-44,Computing or Tech,188000,100000.0,USD,,USA,Colorado,Denver,21 - 30 years,21 - 30 years,College degree,Woman,White
27/04/2021 18:03:14,45-54,Computing or Tech,170000,20000.0,USD,,United States,Illinois,Chicago,21 - 30 years,21 - 30 years,Master's degree,Woman,White
27/04/2021 18:03:34,45-54,Education (Primary/Secondary),50100,1000.0,USD,,US,Maryland,Prefer not to answer,11 - 20 years,5-7 years,College degree,Woman,White
27/04/2021 18:03:49,45-54,Law Enforcement & Security,104640,20000.0,USD,,USA,Illinois,Belleville,21 - 30 years,21 - 30 years,College degree,Woman,White
27/04/2021 18:03:49,35-44,"Accounting, Banking & Finance",135000,10000.0,USD,,United States,Alabama,Birmingham,11 - 20 years,8 - 10 years,Master's degree,Man,Another option not listed here or prefer not to answer
27/04/2021 18:04:19,25-34,"Marketing, Advertising & PR",90000,,USD,,United States,California,San Diego,5-7 years,2 - 4 years,College degree,Man,White
27/04/2021 18:04:21,35-44,Computing or Tech,90000,0.0,CAD,,Canada,,Halifax ,11 - 20 years,11 - 20 years,College degree,Woman,White
27/04/2021 18:04:23,35-44,Insurance,130704,10500.0,USD,,USA,"Illinois, Wisconsin","Office was in Chicago, now WFH in WI",11 - 20 years,11 - 20 years,College degree,Woman,White
27/04/2021 18:04:31,35-44,Business or Consulting,54000,,USD,,US,California,San Clemente,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
27/04/2021 18:04:32,25-34,Health care,78404,,CAD,,Canada,,  ,2 - 4 years,2 - 4 years,PhD,Woman,White
27/04/2021 18:05:06,25-34,"Accounting, Banking & Finance",120660,27175.0,USD,,U.S.,Iowa,Des Moines,11 - 20 years,2 - 4 years,Some college,Woman,White
27/04/2021 18:05:29,35-44,Government and Public Administration,103000,0.0,AUD/NZD,,Australia,,A large city,11 - 20 years,11 - 20 years,Master's degree,Woman,White
27/04/2021 18:05:41,25-34,Education (Higher Education),46125,0.0,USD,,United States,New York,New York City,5-7 years,5-7 years,College degree,Woman,White
27/04/2021 18:05:50,45-54,Law,41600,0.0,USD,,usa,Washington,I work remotely from a different location.,21 - 30 years,11 - 20 years,Master's degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
27/04/2021 18:05:52,25-34,Education (Primary/Secondary),49000,0.0,USD,,USA,California,Los Altos Hills,2 - 4 years,1 year or less,Some college,Woman,White
27/04/2021 18:05:55,25-34,Education (Higher Education),73000,5000.0,USD,,US,Massachusetts,Rather not answer,8 - 10 years,8 - 10 years,Master's degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
27/04/2021 18:06:06,45-54,"Accounting, Banking & Finance",235000,,USD,,United States,Alabama,Birmingham ,31 - 40 years,31 - 40 years,Master's degree,Man,White
27/04/2021 18:06:07,35-44,Nonprofits,125000,1000.0,USD,,United States,Texas,Austin,11 - 20 years,11 - 20 years,Master's degree,Woman,White
27/04/2021 18:06:14,35-44,Health care,57000,,USD,,USA,Missouri,Cameron ,11 - 20 years,5-7 years,College degree,Woman,White
27/04/2021 18:06:18,45-54,Business or Consulting,132500,15000.0,USD,,US,Illinois,Home plus travel to customers. Near Chicago,21 - 30 years,21 - 30 years,College degree,Woman,White
27/04/2021 18:06:37,25-34,Education (Higher Education),41428,0.0,EUR,,Ireland ,,Dublin,2 - 4 years,2 - 4 years,Master's degree,Woman,White
27/04/2021 18:06:40,45-54,Government and Public Administration,100300,0.0,USD,,US,Tennessee,Knoxville,21 - 30 years,11 - 20 years,College degree,Woman,White
27/04/2021 18:06:41,25-34,"Accounting, Banking & Finance",47840,0.0,USD,,USA,Florida,Sarasota ,8 - 10 years,5-7 years,College degree,Woman,White
27/04/2021 18:06:49,35-44,Social Work,70000,0.0,USD,,USA,California,Orange,11 - 20 years,2 - 4 years,Master's degree,Woman,White
27/04/2021 18:06:49,45-54,Finance,90000,5000.0,USD,,United States ,Maryland,Silver Spring ,21 - 30 years,8 - 10 years,College degree,Woman,White
27/04/2021 18:07:00,35-44,Engineering or Manufacturing,88000,0.0,USD,,USA,Minnesota,Minneapolis,11 - 20 years,11 - 20 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
27/04/2021 18:07:23,25-34,Computing or Tech,90000,5000.0,USD,,USA,California,San Francisco,2 - 4 years,2 - 4 years,College degree,Woman,White
27/04/2021 18:07:24,35-44,Computing or Tech,118000,,USD,,U.S.,California,Los Angeles,11 - 20 years,8 - 10 years,Master's degree,Non-binary,Another option not listed here or prefer not to answer
